,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,clean_text,rating
125392,A34W59GPOUKU8L,B007U7M02C,"P. Webb ""Trajedi""","[1, 4]","The ultra ebook collection contains two stories.  Both of which come alive with narration and fairytale themed minigames.  The concept is solid as there are reasons for the child to come back to the book for high scores, story variation and more.  Graphics look great and the games run smooth.  I thought there were more titles but this was a limited version we tried.  The content of the full software is probably more comprehensive.  You can tell that the people at LeapFrog at working at improving the hardware and the software.",4.0,Fairytale favorites with fun educational minigames,1350518400,"10 18, 2012",ultra ebook collection contains two stories come alive narration fairytale themed minigames concept solid reasons child come back book high scores story variation graphics look great games run smooth thought titles limited version tried content full software probably comprehensive tell people leapfrog working improving hardware software,1
144548,A2503LT8PZIHAD,B00AWNUHA8,"Gertrude, the Innocent ""Live well, laugh loud...","[1, 1]","This Beam Box Game System might be nice for smaller children who aren't really experienced at holding game controllers or whose hands are not big enough to hold regular controllers.  It has two large buttons on a very small controller.The controller needs to be pointed at the beam box once the beam box is plugged in to the television through the yellow and white AV cable.  Then you push down on the big button on top to start it. The character disappears into the rotating door and the game shows up on the television.The first level on the first game pretty much involved driving a truck in a straight line except to miss the blockades in the road.  There are five separate games, none of which were very difficult.  This does not have the sophistication or complexity of the Atari games.This game was abandoned once the novelty of a transformers beam box was worn out.",3.0,A little too simple,1391472000,"02 4, 2014",beam box game system might nice smaller children arent really experienced holding game controllers whose hands big enough hold regular controllers two large buttons small controllerthe controller needs pointed beam box beam box plugged television yellow white av cable push big button top start character disappears rotating door game shows televisionthe first level first game pretty much involved driving truck straight line except miss blockades road five separate games none difficult sophistication complexity atari gamesthis game abandoned novelty transformers beam box worn,0
157598,A2ZRI981TBYL1T,B00CS0F0IM,Marsha Peyton,"[0, 0]",My granddaughter loved this and plays with it now.  It is a really nice product for the money and gives hours of fun for the kids.,5.0,Awesome,1402099200,"06 7, 2014",granddaughter loved plays really nice product money gives hours fun kids,1
60057,A2G04D4QZAXL15,B001VNUYKG,xkydivr,"[0, 0]","If this toy becomes your child's favorite you might want to invest in a pair of ear=plugs. At least you will know where he is at all times. I heard one mother say ""I guess I could stand it until the batteries run out"". Bad news (or good?) there are no batteries. It has a friction motor.The toy is very colorful and well-made. The spinning drum and sign on the back are very attention-grabbing for a little one.  Maybe not so interesting for the four or five year old.  ""Mike"" can ride on top or in the cab. Amazon's current price of $33.75 , with free shipping, is competitive  or better than most.",5.0,"WOW  mix ""n"" fix Mike",1350086400,"10 13, 2012",toy becomes childs favorite might want invest pair earplugs least know times heard one mother say guess could stand batteries run bad news good batteries friction motorthe toy colorful wellmade spinning drum sign back attentiongrabbing little one maybe interesting four five year old mike ride top cab amazons current price free shipping competitive better,1
69369,A2N4ITQJG55ERI,B002XNMWZI,Anne Elliot Buster,"[12, 13]",I didn't read closely enough and this is the mini version. It is a fun fidget toy but I would recommend the Flexi - Sphere over this one as it is capable of more shapes and requires less dexterity to manipulate with its larger size.[...],4.0,It's tiny,1310428800,"07 12, 2011",didnt read closely enough mini version fun fidget toy would recommend flexi sphere one capable shapes requires less dexterity manipulate larger size,1
115137,A2QP09O3D0YU4D,B006OBH98U,S. Olson,"[0, 0]","These are such cute little silver doll sandals, made to fit the 18&#34; American girl doll and others. Great gift for my granddaughter!",5.0,Cute shoes!,1385078400,"11 22, 2013",cute little silver doll sandals made fit american girl doll others great gift granddaughter,1
17454,A3USMI91JAP04C,B0001X0DR6,"Heather ""kk's mom""","[0, 0]","We had bought the fridge phonics for our 3 year old and she and my 1 year old loved them. Though they seemed a little over my 1 year old so when I saw this I knew it would be perfect. The noises are you so cute. He seems to like it a lot. Plus I thought it was reasonably priced, which is always great!",5.0,Very Cute!,1091059200,"07 29, 2004",bought fridge phonics year old year old loved though seemed little year old saw knew would perfect noises cute seems like lot plus thought reasonably priced always great,1
53527,A1XDMYX8QOW07N,B001CNS2L8,Geoffrey Kleinman,"[0, 0]","We had the opportunity to play North Star Game's Wits and Wagers and found the whole wagering system a little frustrating. The game seemed to go on forever. Say Anything, which is also from North Star Games has a similar structure but a much different scoring system.One person asks a question for everyone to answer. The answers are revealed and everyone bets on which the question asker (who is now the judge) will pick. The judge picks and points are scored. The game's default scoring scheme is a little convoluted so we go with the much simpler ""1 point per correct bet"" house rule (which we cribbed from Geek & Sundry's Table Top series, which has a GREAT play through video of this game: [...].What I love about Say Anything is the humor that it brings out in everyone. Each time we've played it there have been rounds where everyone is cackling with laughter. Because the game is so simple to learn it really frees up the players to relax, enjoy and have fun with the game. No two games are the same and the revised point system helps keep it close enough that one player doesn't always dominate.Say anything is a GREAT game.",5.0,Extremely Simple to Play and a TON of Fun,1398816000,"04 30, 2014",opportunity play north star games wits wagers found whole wagering system little frustrating game seemed go forever say anything also north star games similar structure much different scoring systemone person asks question everyone answer answers revealed everyone bets question asker judge pick judge picks points scored games default scoring scheme little convoluted go much simpler point per correct bet house rule cribbed geek sundrys table top series great play video game love say anything humor brings everyone time weve played rounds everyone cackling laughter game simple learn really frees players relax enjoy fun game two games revised point system helps keep close enough one player doesnt always dominatesay anything great game,1
149084,A4EUL79IT6AUP,B00BRI99SS,H. Laack,"[1, 1]","We like wood toys at our house, and these no-battery-needed toys are a nice chunky size with a few brightly colored plastic sections to add a little more color. These roll well, no matter which wheels are placed on the cars. Beyond these couple of positives, however, my team of real life kid reviewers were not ready to give this any more than three stars. Why?After trying the various combinations that appeared to be available with the few alternate components (big tires and what apparently are exhaust pipes rather than just random plastic scraps), the cars were just cars. Okay to play with but certainly not worth the price for the pair. Further, there is no storage bag or box for keeping the spare parts--as many other reviewers have mentioned, the packaging on these is impossible to salvage when trying to get the cars out the first time--and the small size of these options means they can get lost very quickly. Finally, contrary to most of the other reviews, our interchangeable parts were very easy to remove and switch from vehicle to vehicle, meaning that they sometimes came apart even in the middle of play.Staying with the plain vanilla optional set up and putting aside the really silly looking oversized tires will give you two basic wood cars suitable for play by a pre-schooler, but you will likely be far better off with much less expensive basic wood cars.",3.0,Nothing added by the interchangeable parts,1384992000,"11 21, 2013",like wood toys house nobatteryneeded toys nice chunky size brightly colored plastic sections add little color roll well matter wheels placed cars beyond couple positives however team real life kid reviewers ready give three stars whyafter trying various combinations appeared available alternate components big tires apparently exhaust pipes rather random plastic scraps cars cars okay play certainly worth price pair storage bag box keeping spare partsas many reviewers mentioned packaging impossible salvage trying get cars first timeand small size options means get lost quickly finally contrary reviews interchangeable parts easy remove switch vehicle vehicle meaning sometimes came apart even middle playstaying plain vanilla optional set putting aside really silly looking oversized tires give two basic wood cars suitable play preschooler likely far better much less expensive basic wood cars,0
10493,AKKV0BELJMO2E,B00005UM9P,Kate,"[0, 0]","I was sceptical that my 4yr old could play this, but without a lot of strategy she can easily. My 6yr is hard to beat and really gets into it. they love it and can also play without supervision/instruction. The board broke day one...because my 4yr old kept unfolding and folding(the wrong way) but  I don't think there is much able to be done to combat this issue.",5.0,My kids love this,1392249600,"02 13, 2014",sceptical yr old could play without lot strategy easily yr hard beat really gets love also play without supervisioninstruction board broke day onebecause yr old kept unfolding foldingthe wrong way dont think much able done combat issue,1
141571,APG3K8Q5UU8RR,B00A8UT562,Lauren Rechelle Frye,"[0, 0]",Heatwave is a great rescue bot!  Perfect for my 4 year old who loves the cartoon!  He is easy to transform in both directions!,5.0,Heatwave is an awesome rescue bot!,1388534400,"01 1, 2014",heatwave great rescue bot perfect year old loves cartoon easy transform directions,1
132305,A2RKI7RPP5CJMG,B008B68J30,"K. Fontenot ""Prairie Cajun Regenerated!""","[1, 1]","My daughter has been a fan of Monster High since the dolls hit the market.  Her interest in them has basically centered around the funky clothes and the ""horror"" aspects of each character.  Her favorite character happens to be Clawdeen Wolf, so I figured that she would enjoy this figure that has a couple of new twists on the original doll.The ""It's Alive"" version of Clawdeen features a lever on her back that, when depressed, makes Clawdeen cock her head back, close her eyes and lift her arms up while she let's out a howl.  The feature is cute, but my daughter tired of it rather quickly.  She was much more interested in Clawdeen's outfit.The howling feature is really the only thing that sets this figure apart from the original.  The outfit is very similar to the original Clawdeen outfit, as is her makeup, hair, etc.One thing I do want to mention is the fact that the limbs are easy to pop off.  I have read many reviews of multiple Monster High dolls that complain about this particular aspect of the doll, but it is intentional.  You can easily remove the limbs so that you can change the outfits on the characters and/or swap body parts.  There are even Monster High body part kits available that allow you to create your own doll, so please disregard this particular ""gripe"" in other reviews.Overall, it's a decent doll. It's great to pick up for your child if they've always wanted Clawdeen with her original outfit and never did get one, but if you or your child already own the original, you might want to pass on this one.",3.0,A One Trick Pony....Errr...Wolf,1364860800,"04 2, 2013",daughter fan monster high since dolls hit market interest basically centered around funky clothes horror aspects character favorite character happens clawdeen wolf figured would enjoy figure couple new twists original dollthe alive version clawdeen features lever back depressed makes clawdeen cock head back close eyes lift arms lets howl feature cute daughter tired rather quickly much interested clawdeens outfitthe howling feature really thing sets figure apart original outfit similar original clawdeen outfit makeup hair etcone thing want mention fact limbs easy pop read many reviews multiple monster high dolls complain particular aspect doll intentional easily remove limbs change outfits characters andor swap body parts even monster high body part kits available allow create doll please disregard particular gripe reviewsoverall decent doll great pick child theyve always wanted clawdeen original outfit never get one child already original might want pass one,0
17963,A324NNSMM9EFML,B00021HB9K,Patto,"[4, 5]","I bought one of these spectacular dinosaurs at a store, and then realized I needed two, so as not to cause jealousy between brothers (Logan is five, Harrison two). So I checked on Amazon and sure enough they had the identical T-Rex - for ten dollars less. So now I have two of these wild beasts to unveil on Christmas, and I expect them to be a huge hit.For one thing, size matters when it comes to dinosaurs, and this is the biggest stuffed T-Rex I've come across in my various searches for dinosaurs.The colors are great. Not crass plastic colors either, but vivid colors that might have existed in nature in some fantastic prehistoric era. The construction seems quite sturdy. The white felt teeth are a striking feature - fierce without being sharp.  And behind the teeth, a bright red felt tongue!",5.0,A lot of dinosaur for the money,1352160000,"11 6, 2012",bought one spectacular dinosaurs store realized needed two cause jealousy brothers logan five harrison two checked amazon sure enough identical trex ten dollars less two wild beasts unveil christmas expect huge hitfor one thing size matters comes dinosaurs biggest stuffed trex ive come across various searches dinosaursthe colors great crass plastic colors either vivid colors might existed nature fantastic prehistoric era construction seems quite sturdy white felt teeth striking feature fierce without sharp behind teeth bright red felt tongue,1
70382,A2INRER5MU0UGF,B0031P85VC,H. Shea,"[0, 0]",We saw the 3 drawer set at Toys r us for more than we paid for this 6 drawer. Great Black Friday deal!! Nice to have our Legos all organized in one place.,5.0,"Great storage, great value!",1388966400,"01 6, 2014",saw drawer set toys r us paid drawer great black friday deal nice legos organized one place,1
58184,A20KD887R616DJ,B001RED0EG,Kim,"[0, 0]","There are many fun experiments included but I wish I knew you needed to buy a lot of the things to do the experiments.  Was a little disappointed when we sat down with this and quickly realized we didn't have most of the things needed.  But once we got what we needed, experiments worked really well. A lot of fun.",4.0,Fun,1389916800,"01 17, 2014",many fun experiments included wish knew needed buy lot things experiments little disappointed sat quickly realized didnt things needed got needed experiments worked really well lot fun,1
132738,A3M2O06MCHJG18,B008CNPIAE,"MiddleAgedReviewer ""M_A_R""","[33, 36]","We gave our 3-year old this Gund Elmo after a day where he earned all of his gold stars on his rewards chart (something I would have a hard time doing).  He loves Elmo, and immediately took him, finding the squeezy-spot to make him speak within seconds.  Okay, so our first mistake was giving him Elmo AT bedtime.  The next two hours were ""aahhh---chooo!"" ""Elmo would feel better if you hold Elmo's hand"" and the other three phrases.  Five short phrases (including the sneeze!) wear thin quickly.But the big news is this, and I capitalize this because it is so important:  THERE IS NO WAY TO REPLACE THE BATTERIES WHEN THEY DIE.  Elmo will fall silent permanently once the pre-installed batteries wear out.  When I looked and found no way to replace them, I went back to the Amazon page, and sure enough, even Gund says it; ""parents should be aware that the Feel Better Elmo does not have an on/off switch, and there is no way to change the pre-installed battery.""So here is cute Elmo, who my little boy loves from Sesame Street, and one day fairly soon, he will lose his voice.  Not that I love changing batteries on toys, but that is kind of disappointing!Also important; Elmo can't be machine washed, of course, due to the batteries that soon will be useless anyway.  His robe and the tissue box are secured tightly; you can only ""surface wash.""The Chinese construction of Elmo isn't bad, really, but why spend $27 or so for what amounts to a temporary version of a doll?  I like the idea of my little boy hugging Elmo when he's not feeling well and getting ready for some rest, but as a toy, and even as a stuffed animal, this version of Elmo falls short.  I can't really recommend it.",2.0,"Cute, at first.  Frustrating on many levels later.  Please know the batteries can't be changed!",1350518400,"10 18, 2012",gave year old gund elmo day earned gold stars rewards chart something would hard time loves elmo immediately took finding squeezyspot make speak within seconds okay first mistake giving elmo bedtime next two hours aahhhchooo elmo would feel better hold elmos hand three phrases five short phrases including sneeze wear thin quicklybut big news capitalize important way replace batteries die elmo fall silent permanently preinstalled batteries wear looked found way replace went back amazon page sure enough even gund says parents aware feel better elmo onoff switch way change preinstalled batteryso cute elmo little boy loves sesame street one day fairly soon lose voice love changing batteries toys kind disappointingalso important elmo cant machine washed course due batteries soon useless anyway robe tissue box secured tightly surface washthe chinese construction elmo isnt bad really spend amounts temporary version doll like idea little boy hugging elmo hes feeling well getting ready rest toy even stuffed animal version elmo falls short cant really recommend,0
72231,A1FATTRIXTSTEB,B0036RNWGI,"Pamela Jarmon-Wade ""Tx Red Rose""","[0, 1]","My family and I were excited that another version of Sorry has been produced.  We purchased Sorry the Board Game about two years ago to use as a tool to initiate some quality family bonding time and it worked.  In this day and age of digital TV, cable TV, DVD, cell phones, smart phones, facebook, myspace and all this other stuff that has family members isolated and communicating with superchardged technology...we can appreciate some old fashion, basic, simple, yet FUN games like Sorry Spin.  So now we have a little more variety to ensure that we do not get bored with the games.  Sorry Spin is almost like the original, it has the same colors, and the pawns look the same, and the basics of the game are the same except tha the board spins.If you are looking for some clean, wholesome, basic, simple fun for all members of the family...this is your game (and the price is very reasonable).  It does not matter if you have never played the original Sorry Board Game...you will enjoy just the same.",4.0,A Fun Way to Get Quality Family Time,1279843200,"07 23, 2010",family excited another version sorry produced purchased sorry board game two years ago use tool initiate quality family bonding time worked day age digital tv cable tv dvd cell phones smart phones facebook myspace stuff family members isolated communicating superchardged technologywe appreciate old fashion basic simple yet fun games like sorry spin little variety ensure get bored games sorry spin almost like original colors pawns look basics game except tha board spinsif looking clean wholesome basic simple fun members familythis game price reasonable matter never played original sorry board gameyou enjoy,1
136848,A22EF57YT9JGDB,B0092GHPSI,Richard Galt,"[1, 2]","I would have never bought a cooperative game, but me and my wife was introduced to this at a couples Game Night. And we loved it!We are big Walking Dead fans so, once our host told us about it, we were sold. Basically it's all the players against the game/zombies. First, you choose a mission from the game manual, then based on that mission you make a map with the tiles they provide you. There are six survivors with this game so if there are six people, each person chooses a survivor. Each survivor starts off with a special ability. One gets a gun, another one can escape zombies with no extra actions, another gets an extra move action, etc.The mission we played, involved us trying to find food, and escape with at least one survivor. The fun part about this game is that every one discusses what actions they should take. This is big, because after each player goes, then the zombies gets to go. Another cool thing is that there are four different zombies. If you are a zombie fan like I am than you will recognize which movies match which zombie. A walker is like your Walking Dead zombie, a runner is your 28 days/Dawn of the Dead zombie, the fatty and Abomination are your super zombies you see in Resident Evil movies. Trust me when I say, that you will fear the runners,lol.This game is survival horror at its best. It involves alot of strategy and team work to finish a mission. Sometimes it even involves some one sacrificing themselves so that the group can finish the mission. Also the game components are top quality. Go online, check out the game, and buy it. Nough said.",5.0,Runner!!!!!,1380240000,"09 27, 2013",would never bought cooperative game wife introduced couples game night loved itwe big walking dead fans host told us sold basically players gamezombies first choose mission game manual based mission make map tiles provide six survivors game six people person chooses survivor survivor starts special ability one gets gun another one escape zombies extra actions another gets extra move action etcthe mission played involved us trying find food escape least one survivor fun part game every one discusses actions take big player goes zombies gets go another cool thing four different zombies zombie fan like recognize movies match zombie walker like walking dead zombie runner daysdawn dead zombie fatty abomination super zombies see resident evil movies trust say fear runnerslolthis game survival horror best involves alot strategy team work finish mission sometimes even involves one sacrificing group finish mission also game components top quality go online check game buy nough said,1
94990,A3NHUQ33CFH3VM,B004OFJ7PG,Citizen John,"[1, 1]",The stickers make an impression on little girls.  Mine liked them.  They quickly used them all up.  I would have liked a pack with more stickers.,3.0,Quick to be used up,1312070400,"07 31, 2011",stickers make impression little girls mine liked quickly used would liked pack stickers,0
125884,A3N6SJVJNOJ6YK,B007WW434I,Cowboy,"[0, 0]","This was a bit pricey, but I guess thats supply and demand. Looks cool. A must have figure for collectors. This one however will be opened!",5.0,I thought you were dead!,1386806400,"12 12, 2013",bit pricey guess thats supply demand looks cool must figure collectors one however opened,1
34215,A13W9RXN8Z6F4J,B000H6H4II,scgal241,"[0, 0]","My 9 month old loves to rattle this!  Anything that he can shake he adores. This is perfect for his tiny hands too.  Just wish you can choose the color, we received a pink one for my boy.  OH well, just wish we could have chosen a different color.",5.0,"Wow, baby loves rattles!",1360540800,"02 11, 2013",month old loves rattle anything shake adores perfect tiny hands wish choose color received pink one boy oh well wish could chosen different color,1
66772,A5CDMTW6JKV5G,B002PLNSRY,"Dr. Wilfredo M. Viray ""Wally""","[0, 0]","So I decided to get my 6 year old more exposure to science, computers and electronics.  It would be my dream that she too studies Computer Science or Engineering.I first started her out with the Junior Snap Circuits set to see if she would like it.  To my amazement, she completed the 100 experiments in about 2 weeks.  She was designing her own circuits and projects from that point.  She started getting bored because she had practically squeezed all the juice out of that fruit.  So I got this one.She was so happy when I brought it to her.  She has had it for the past week and inspite of having pneumonia, she was doing experiments in her bed.This is so amazing.  It comes with a book that talks about energy sources and you can see how those relate to the micro environment  you can build with this kit.PROS:1.  Comes with easy to follow instructions and literature.2.  Teaches how to build a battery, setting up solar panels and the other energy sources.3.  Teaches how to use a Volt/Amp meter.4.  Once they finish this, they will have an excellent understanding of how electronics and power generation works.5.  More than a hundred projects and several different ways to create your own experiments.  So at first, you follow the instructions.  If you learn and understand, then you can create your own.CONS:1.  None.SUMMARY:This is an excellent way to teach your kids electronics and possibly peak their interest in engineering.",5.0,Excellent way to learn about electronics,1391212800,"02 1, 2014",decided get year old exposure science computers electronics would dream studies computer science engineeringi first started junior snap circuits set see would like amazement completed experiments weeks designing circuits projects point started getting bored practically squeezed juice fruit got oneshe happy brought past week inspite pneumonia experiments bedthis amazing comes book talks energy sources see relate micro environment build kitpros comes easy follow instructions literature teaches build battery setting solar panels energy sources teaches use voltamp meter finish excellent understanding electronics power generation works hundred projects several different ways create experiments first follow instructions learn understand create owncons nonesummarythis excellent way teach kids electronics possibly peak interest engineering,1
138626,A3ALIEK3IK3RVV,B009NFG39K,homeschool_mama,"[2, 2]","This railroad crossing is a great expansion piece that fit the Thomas Wooden Railway track.  It's one piece with gates that can be pushed open when a train goes through or closed for cars to pass in the other direction.  Every time the gates are open or closed, the lights flash and the signal sounds.  It's a great piece that my 4 year old loves to play with!The only problem we've had is that the gate that's attached to the building only turns 90 degrees while all the others will open in any direction, so when my 4 year old tries to push the train through in the direction of the building, he can't.  That gate has to be pulled out of the way instead which makes it a little frustrating because it causes the trains, especially the battery powered ones, to get jammed behind the gate.  He has to pull it back before he can open the gate the other direction.  If they can fix that, this piece would be perfect.",4.0,Great Addition To The Thomas Wooden Railway Sets... With A Minor Flaw,1388448000,"12 31, 2013",railroad crossing great expansion piece fit thomas wooden railway track one piece gates pushed open train goes closed cars pass direction every time gates open closed lights flash signal sounds great piece year old loves play withthe problem weve gate thats attached building turns degrees others open direction year old tries push train direction building cant gate pulled way instead makes little frustrating causes trains especially battery powered ones get jammed behind gate pull back open gate direction fix piece would perfect,1
15672,A1HLF04O0EE8UY,B00009XNTI,wejo7185,"[0, 0]","Sent in a very cheap cardboard box/container. Still, it is a great game. I have it in a ziploc bag so it won't get lost. The box was worthless.",3.0,"Great game, but very cheaply made",1377129600,"08 22, 2013",sent cheap cardboard boxcontainer still great game ziploc bag wont get lost box worthless,0
50943,A2FVD05Z2FYW1P,B00163U4LK,J. Silva,"[0, 0]","Perfect bunny to give to a child at Easter or any other time. This is very soft and cuddly, and well made. Instantly loved.",5.0,So so soft!,1398038400,"04 21, 2014",perfect bunny give child easter time soft cuddly well made instantly loved,1
98485,A3VI1ATFO6K7YZ,B004S6BULK,"Marie K. Gaudioso ""gaudilady""","[0, 0]",Grandson loves it and so do I. Made to last and last. Durable and easy to clean. It'll be around for another generation.,5.0,Good toy,1358208000,"01 15, 2013",grandson loves made last last durable easy clean itll around another generation,1
146222,A108FVW1AQ73T2,B00B5S33SM,Babs,"[0, 0]","My kids LOVE these burgers!  Although some reviewers claim they fall apart too easily/don't stay together, this hasn't been a big deal for my kids whatsoever.  With all the sensory issues we've gone through, this honestly has not been a frustration.  In fact, it makes it all the more fun to pretend to need more ketchup or mustard!  The kids enjoy using this set with the BBQ Grill Play Food Set, and it is a real hit!  Our kids are ages 4 1/2 to 10 and even the older ones still have a blast with the play kitchen/food items.  A great price for many fun filled hours of imaginary playtime!",5.0,These little burgers are AWESOME!,1395446400,"03 22, 2014",kids love burgers although reviewers claim fall apart easilydont stay together hasnt big deal kids whatsoever sensory issues weve gone honestly frustration fact makes fun pretend need ketchup mustard kids enjoy using set bbq grill play food set real hit kids ages even older ones still blast play kitchenfood items great price many fun filled hours imaginary playtime,1
45294,A1DFC5PWJECJBX,B000X6OMDC,RachelC,"[0, 0]","I bought this for my 4 year old girl for Christmas, we had avoided it until now, but she was always interested anytime we went somewhere so I thought a small set might be nice that she could configure multiple ways.  I like that there are several ways to make it (one looks kind of like a cupcake) and it is easy enough for me to name the pieces for my daughter to put in order, I hope she can soon follow the patterns herself.  She enjoys making her own tracks.  The pieces are excellent quality as I would expect from Thomas and Friends.",5.0,nice set for the price,1372377600,"06 28, 2013",bought year old girl christmas avoided always interested anytime went somewhere thought small set might nice could configure multiple ways like several ways make one looks kind like cupcake easy enough name pieces daughter put order hope soon follow patterns enjoys making tracks pieces excellent quality would expect thomas friends,1
41216,A3E2362WIOSNXG,B000OWAPI6,"Matthew Warner ""mkw87""","[0, 0]","My 15 month old son got this for his first birthday. He has rode it indoors, not a ton, but enough. It does tip forward very easily, which is why I never let him take it outside. The steering wheel broke completely off the other day and not just in one spot. The whole housing is broken and not able to be fixed. Luckily Christmas is around the corner and he is getting a ride on dump truck.",2.0,Broke after 3 months,1322784000,"12 2, 2011",month old son got first birthday rode indoors ton enough tip forward easily never let take outside steering wheel broke completely day one spot whole housing broken able fixed luckily christmas around corner getting ride dump truck,0
15765,A32104NJMRUP6D,B00009YEHQ,pookie,"[8, 8]","I bought the new version of this seat just recently and I love it..everyone complains about the straps but I've had no problems at all with them...I have a 9 month old daughter who loves to try to get out of things she is strapped into and she doesn;t seem to budge at all in this seat..I love how our seat has the extra padding too..It has a hip roll and, pillow, crotch pad and cup holder...My baby is small for her age in weight and finding a seat that fit her small frame was hard..I bought this seat at toys r us after looking around and we love it..No problems at all..Good for the money too..I had a Cosco with my oldest daughter who is now 8 and though that was eight years ago I hated that seat..it had that shield that went in front of her face..All she ever did was cry..and she could get out of it in  a flash...this seat is roomy enough but also doesn't take up so much room in the back seat of my car..I have a 2001 Chevy Malibu and it sits very snugly in the middle of the back seat..the only draw back is I have to use the safety clip that comes with the seat but that is no problem..am a pro installing those things...all in all I would recommend this seat to others if you want a good buy for your money...just make sure to read all the instructions prior to use..that way you know exactly how the seat works..big mistake with so many parents.. safety is my number on priority and with this seat I know I have it and she is safe.",5.0,Gret seat,1093996800,"09 1, 2004",bought new version seat recently love iteveryone complains straps ive problems themi month old daughter loves try get things strapped doesnt seem budge seati love seat extra padding tooit hip roll pillow crotch pad cup holdermy baby small age weight finding seat fit small frame hardi bought seat toys r us looking around love itno problems allgood money tooi cosco oldest daughter though eight years ago hated seatit shield went front faceall ever cryand could get flashthis seat roomy enough also doesnt take much room back seat cari chevy malibu sits snugly middle back seatthe draw back use safety clip comes seat problemam pro installing thingsall would recommend seat others want good buy moneyjust make sure read instructions prior usethat way know exactly seat worksbig mistake many parents safety number priority seat know safe,1
35030,A2RM5ZSZJQL7WY,B000IBPD76,Susan E Crangle,"[1, 1]","I was a little worried about these because of some of the reviews, but they are absolutely fantastic.  We had a set of the plastic ones that my daughter played with, but those are so flimsy and the difference in quality is immediately apparent.  We're tossing the plastic ones in the trash.",5.0,Absolutely fantastic,1388620800,"01 2, 2014",little worried reviews absolutely fantastic set plastic ones daughter played flimsy difference quality immediately apparent tossing plastic ones trash,1
157051,APPJNVNF4BFLB,B00CPNKPG4,ConnieP,"[4, 4]","My 11-year-old son loves the K'NEX sets and has for the past few years. He is an active boy who finds it hard to concentrate on things like homework and chapter books, but these K'NEX sets can capture his attention for hours at a time. In the past, he has put together several K'NEX sets.  After his visiting Cedar Point for his first time this summer, he had a renewed interest in the roller coasters.As with some of the K'NEX sets, some of the pieces were a little tricky to put together. My son has gotten better - and more patient - at this over time.  However, with this particular set, he had more problems than usual.  As he was building one portion of the coaster, another portion would come apart.  Once the coaster was fully assembled, the chain rubbed at the top of the lift.  This caused the motor to jam and pieces to pop out on occasion. (He insisted he followed the instructions exactly.) After a fair amount of ""tweaking,"" he was able to get the coaster to perform better.  So, although we do recommend K'NEX roller coasters in general, we do not recommend this particular K'NEX coaster due to these problems.",3.0,Not the best K'NEX coaster,1377216000,"08 23, 2013",yearold son loves knex sets past years active boy finds hard concentrate things like homework chapter books knex sets capture attention hours time past put together several knex sets visiting cedar point first time summer renewed interest roller coastersas knex sets pieces little tricky put together son gotten better patient time however particular set problems usual building one portion coaster another portion would come apart coaster fully assembled chain rubbed top lift caused motor jam pieces pop occasion insisted followed instructions exactly fair amount tweaking able get coaster perform better although recommend knex roller coasters general recommend particular knex coaster due problems,0
88454,A1OB8SFJFVWOSE,B00486ZVC4,A. Caldwell,"[0, 0]",My daughter loves this game,5.0,Five Stars,1404950400,"07 10, 2014",daughter loves game,1
64195,A3LMPD1ZQTWOC4,B002DHC6FA,AmazonLover,"[0, 0]","I got this tool to help Christmas wrapping go a little faster.  It works pretty well.  It cuts across the paper fast, if the paper has no creases.  If the paper is creased at all, it can cause it to tear.This tool can't completely replace scissors as it does not work will for trimming excess from the edges.  But over all, a good, sharp tool to use.",4.0,Helpful Tool,1261526400,"12 23, 2009",got tool help christmas wrapping go little faster works pretty well cuts across paper fast paper creases paper creased cause tearthis tool cant completely replace scissors work trimming excess edges good sharp tool use,1
